file_name,detections,mean_confidence,median_confidence,min_confidence,max_confidence,first_detection_seconds,last_detection_seconds,hydrophone,hydrophone_name_matches_metadata,recording_datetime,date,month,recording_path,recording_exists,duration_seconds,duration_from_audio_header,duration_hours,detections_per_hour
Exp_14_Sep_2024_1500_channel_2.wav,4580,0.6830285,0.66838884,0.5000051,1.0,0.0,3003.6,2,True,2024-09-14 15:00:00,2024-09-14,2024-09,/media/DOLPHIN1_robin/2024/Exp_14_Sep_2024_1500_channel_2.wav,True,3004.375,True,0.8345486111111111,5487.996671520699
Exp_17_Sep_2024_1700_channel_0.wav,4546,0.6888772,0.6761739,0.5000057,1.0,0.0,3003.6,0,True,2024-09-17 17:00:00,2024-09-17,2024-09,/media/DOLPHIN1_robin/2024/Exp_17_Sep_2024_1700_channel_0.wav,True,3004.1666666666665,True,0.8344907407407407,5447.63384188627
Exp_13_Sep_2024_1600_channel_0.wav,4543,0.68303967,0.6607294,0.5000311,0.99999356,0.4,3004.4,0,True,2024-09-13 16:00:00,2024-09-13,2024-09,/media/DOLPHIN1_robin/2024/Exp_13_Sep_2024_1600_channel_0.wav,True,3004.6875,True,0.8346354166666666,5443.095163806553
Exp_14_Sep_2024_1600_channel_2.wav,4535,0.6959492,0.68474644,0.50015634,1.0,1.2,3004.0,2,True,2024-09-14 16:00:00,2024-09-14,2024-09,/media/DOLPHIN1_robin/2024/Exp_14_Sep_2024_1600_channel_2.wav,True,3004.1666666666665,True,0.8344907407407407,5434.452149791956
Exp_11_Sep_2024_1500_channel_2.wav,4529,0.6802894,0.6681093,0.50009215,1.0,0.0,3002.4,2,True,2024-09-11 15:00:00,2024-09-11,2024-09,/media/DOLPHIN1_robin/2024/Exp_11_Sep_2024_1500_channel_2.wav,True,3004.0625,True,0.8344618055555556,5427.450327681265
Exp_20_Sep_2024_1000_channel_0.wav,4524,0.6841447,0.67493343,0.50004965,0.9964915,0.0,3004.4,0,True,2024-09-20 10:00:00,2024-09-20,2024-09,/media/DOLPHIN1_robin/2024/Exp_20_Sep_2024_1000_channel_0.wav,True,3004.4791666666665,True,0.8345775462962962,5420.706583919842
Exp_18_Sep_2024_1400_channel_0.wav,4523,0.67804,0.6602585,0.50024205,1.0,0.0,3004.0,0,True,2024-09-18 14:00:00,2024-09-18,2024-09,/media/DOLPHIN1_robin/2024/Exp_18_Sep_2024_1400_channel_0.wav,True,3004.375,True,0.8345486111111111,5419.696276263782
Exp_11_Sep_2024_0000_channel_1.wav,4495,0.7038047,0.703886,0.5000461,0.97804785,0.0,3004.0,1,True,2024-09-11 00:00:00,2024-09-11,2024-09,/media/DOLPHIN1_robin/2024/Exp_11_Sep_2024_0000_channel_1.wav,True,3004.375,True,0.8345486111111111,5386.145204909507
Exp_14_Sep_2024_1400_channel_2.wav,4478,0.6831355,0.6710018,0.50001955,1.0,0.0,3003.6,2,True,2024-09-14 14:00:00,2024-09-14,2024-09,/media/DOLPHIN1_robin/2024/Exp_14_Sep_2024_1400_channel_2.wav,True,3003.9583333333335,True,0.8344328703703704,5366.519176087108
Exp_13_Aug_2024_1800_channel_0.wav,4457,0.65534645,0.64317006,0.5000847,1.0,0.8,3004.0,0,True,2024-08-13 18:00:00,2024-08-13,2024-08,/media/DOLPHIN1_robin/2024/Exp_13_Aug_2024_1800_channel_0.wav,True,3004.8958333333335,True,0.834693287037037,5339.685929212743
