date,hydrophone,total_detections,mean_detection_confidence,median_detection_confidence,recording_files,matched_recording_files,total_duration_seconds,mean_file_confidence,median_file_confidence,total_duration_hours,detections_per_hour
2024-09-13,0,36005,0.676307,0.6539504,11,11,33049.791666666664,0.6731067,0.6747338,9.180497685185184,3921.9006675533765
2024-09-13,1,27893,0.6845514,0.65982753,11,11,33049.791666666664,0.68319094,0.6833429,9.180497685185184,3038.2884410516963
2024-09-13,2,19935,0.6879377,0.67587996,11,11,33049.791666666664,0.6736504,0.6871765,9.180497685185184,2171.4509042543136
2024-09-14,0,22269,0.6687237,0.64470506,11,11,33049.270833333336,0.66380465,0.6655966,9.18035300925926,2425.7237142776094
2024-09-14,1,26237,0.6917272,0.6698148,11,11,33049.270833333336,0.6881597,0.6852922,9.18035300925926,2857.951102047763
2024-09-14,2,31497,0.6842621,0.671708,11,11,33049.270833333336,0.69210917,0.68390983,9.18035300925926,3430.913818698723
2024-09-15,0,11410,0.6524262,0.6240214,11,11,33049.6875,0.6508789,0.6451452,9.18046875,1242.8559271551358
2024-09-15,1,19227,0.6888114,0.664703,11,11,33049.6875,0.68473834,0.68108577,9.18046875,2094.337503191218
2024-09-15,2,15053,0.6816103,0.6678456,11,11,33049.6875,0.6670029,0.67659724,9.18046875,1639.6766232661053
2024-09-16,0,39225,0.6964799,0.68488276,11,11,33048.020833333336,0.6864879,0.6810244,9.180005787037038,4272.87312339052
2024-09-16,1,30199,0.68094844,0.6606756,11,11,33048.020833333336,0.6790742,0.68357813,9.180005787037038,3289.6493423395877
2024-09-16,2,37279,0.70251006,0.69691867,11,11,33048.020833333336,0.6914542,0.6835908,9.180005787037038,4060.890686217341
2024-09-17,0,50322,0.69892704,0.6897538,11,11,33050.729166666664,0.6922162,0.70021266,9.18075810185185,5481.246694632936
2024-09-17,1,38205,0.69305193,0.6788158,11,11,33050.729166666664,0.6907125,0.6830249,9.18075810185185,4161.421047821059
2024-09-17,2,44099,0.7050246,0.7008289,11,11,33050.729166666664,0.69776535,0.68672204,9.18075810185185,4803.415960943878
2024-09-18,0,45247,0.6955125,0.6853062,11,11,33050.729166666664,0.6899231,0.6853564,9.18075810185185,4928.460100792028
2024-09-18,1,36153,0.6936935,0.6800881,11,11,33050.729166666664,0.6916683,0.68371564,9.18075810185185,3937.9100940158287
2024-09-18,2,45321,0.7005994,0.69543314,10,10,30044.791666666668,0.69667995,0.69130087,8.345775462962964,5430.412093055507
2024-09-19,0,5812,0.67635584,0.6537189,10,10,29498.4375,0.6823124,0.6793401,8.194010416666666,709.2985857301765
2024-09-19,1,11587,0.7740523,0.7963739,10,10,29498.4375,0.7759749,0.76360106,8.194010416666666,1414.081678054982
2024-09-19,2,9382,0.7589219,0.7794803,10,10,29498.4375,0.7238326,0.72579104,8.194010416666666,1144.9826791673288
2024-09-20,0,30663,0.68718904,0.67326546,11,11,31800.520833333332,0.69106126,0.6917029,8.83347800925926,3471.2261657140048
2024-09-20,1,20906,0.6950566,0.673547,11,11,31800.520833333332,0.7053621,0.68968505,8.83347800925926,2366.678218713661
2024-09-20,2,29313,0.6865635,0.6776221,11,11,31800.520833333332,0.6968242,0.6791131,8.83347800925926,3318.398480108751
2024-09-21,0,1774,0.69818264,0.6849815,11,11,29720.416666666668,0.6824957,0.68068284,8.255671296296297,214.88258632533748
2024-09-21,1,4995,0.83283824,0.8746748,11,11,29720.416666666668,0.7858906,0.8061645,8.255671296296297,605.0386238416352
2024-09-21,2,1583,0.7268946,0.70816433,11,11,29720.326270833335,0.69057393,0.6738269,8.255646186342593,191.7475584913964
